,pickup_date,pickup_time,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
245,2015-01-02,14:00:00,EWR,0,6.0,10.0,38.0,16.0,1022.4,0.0,0.0,0.0,0.0,N
246,2015-01-02,14:00:00,Manhattan,1287,6.0,10.0,38.0,16.0,1022.4,0.0,0.0,0.0,0.0,N
247,2015-01-02,14:00:00,Queens,176,6.0,10.0,38.0,16.0,1022.4,0.0,0.0,0.0,0.0,N
248,2015-01-02,14:00:00,Staten Island,0,6.0,10.0,38.0,16.0,1022.4,0.0,0.0,0.0,0.0,N
250,2015-01-02,15:00:00,Bronx,19,8.0,10.0,39.0,17.0,1023.3,0.0,0.0,0.0,0.0,N
251,2015-01-02,15:00:00,Brooklyn,289,8.0,10.0,39.0,17.0,1023.3,0.0,0.0,0.0,0.0,N
252,2015-01-02,15:00:00,EWR,0,8.0,10.0,39.0,17.0,1023.3,0.0,0.0,0.0,0.0,N
253,2015-01-02,15:00:00,Manhattan,1317,8.0,10.0,39.0,17.0,1023.3,0.0,0.0,0.0,0.0,N
254,2015-01-02,15:00:00,Queens,278,8.0,10.0,39.0,17.0,1023.3,0.0,0.0,0.0,0.0,N
255,2015-01-02,15:00:00,Staten Island,1,8.0,10.0,39.0,17.0,1023.3,0.0,0.0,0.0,0.0,N
256,2015-01-02,16:00:00,Bronx,24,9.5,10.0,41.0,17.0,1023.1,0.0,0.0,0.0,0.0,N
257,2015-01-02,16:00:00,Brooklyn,351,9.5,10.0,41.0,17.0,1023.1,0.0,0.0,0.0,0.0,N
258,2015-01-02,16:00:00,EWR,0,9.5,10.0,41.0,17.0,1023.1,0.0,0.0,0.0,0.0,N
259,2015-01-02,16:00:00,Manhattan,1565,9.5,10.0,41.0,17.0,1023.1,0.0,0.0,0.0,0.0,N
260,2015-01-02,16:00:00,Queens,266,9.5,10.0,41.0,17.0,1023.1,0.0,0.0,0.0,0.0,N
261,2015-01-02,16:00:00,Staten Island,1,9.5,10.0,41.0,17.0,1023.1,0.0,0.0,0.0,0.0,N
263,2015-01-02,17:00:00,Bronx,35,11.0,10.0,40.0,17.0,1022.7,0.0,0.0,0.0,0.0,N
264,2015-01-02,17:00:00,Brooklyn,326,11.0,10.0,40.0,17.0,1022.7,0.0,0.0,0.0,0.0,N
265,2015-01-02,17:00:00,EWR,0,11.0,10.0,40.0,17.0,1022.7,0.0,0.0,0.0,0.0,N
266,2015-01-02,17:00:00,Manhattan,2030,11.0,10.0,40.0,17.0,1022.7,0.0,0.0,0.0,0.0,N
267,2015-01-02,17:00:00,Queens,224,11.0,10.0,40.0,17.0,1022.7,0.0,0.0,0.0,0.0,N
268,2015-01-02,17:00:00,Staten Island,0,11.0,10.0,40.0,17.0,1022.7,0.0,0.0,0.0,0.0,N
270,2015-01-02,18:00:00,Bronx,29,10.0,10.0,41.0,16.0,1022.6,0.0,0.0,0.0,0.0,N
271,2015-01-02,18:00:00,Brooklyn,422,10.0,10.0,41.0,16.0,1022.6,0.0,0.0,0.0,0.0,N
272,2015-01-02,18:00:00,EWR,0,10.0,10.0,41.0,16.0,1022.6,0.0,0.0,0.0,0.0,N
273,2015-01-02,18:00:00,Manhattan,2081,10.0,10.0,41.0,16.0,1022.6,0.0,0.0,0.0,0.0,N
274,2015-01-02,18:00:00,Queens,246,10.0,10.0,41.0,16.0,1022.6,0.0,0.0,0.0,0.0,N
275,2015-01-02,18:00:00,Staten Island,6,10.0,10.0,41.0,16.0,1022.6,0.0,0.0,0.0,0.0,N
277,2015-01-02,19:00:00,Bronx,34,9.0,10.0,42.0,16.0,1022.7,0.0,0.0,0.0,0.0,N
278,2015-01-02,19:00:00,Brooklyn,490,9.0,10.0,42.0,16.0,1022.7,0.0,0.0,0.0,0.0,N
279,2015-01-02,19:00:00,EWR,0,9.0,10.0,42.0,16.0,1022.7,0.0,0.0,0.0,0.0,N
280,2015-01-02,19:00:00,Manhattan,2370,9.0,10.0,42.0,16.0,1022.7,0.0,0.0,0.0,0.0,N
281,2015-01-02,19:00:00,Queens,292,9.0,10.0,42.0,16.0,1022.7,0.0,0.0,0.0,0.0,N
282,2015-01-02,19:00:00,Staten Island,0,9.0,10.0,42.0,16.0,1022.7,0.0,0.0,0.0,0.0,N
283,2015-01-02,20:00:00,Bronx,36,8.5,10.0,42.0,16.0,1023.8,0.0,0.0,0.0,0.0,N
284,2015-01-02,20:00:00,Brooklyn,497,8.5,10.0,42.0,16.0,1023.8,0.0,0.0,0.0,0.0,N
285,2015-01-02,20:00:00,EWR,0,8.5,10.0,42.0,16.0,1023.8,0.0,0.0,0.0,0.0,N
286,2015-01-02,20:00:00,Manhattan,2048,8.5,10.0,42.0,16.0,1023.8,0.0,0.0,0.0,0.0,N
287,2015-01-02,20:00:00,Queens,311,8.5,10.0,42.0,16.0,1023.8,0.0,0.0,0.0,0.0,N
288,2015-01-02,20:00:00,Staten Island,3,8.5,10.0,42.0,16.0,1023.8,0.0,0.0,0.0,0.0,N
290,2015-01-02,21:00:00,Bronx,29,8.0,10.0,42.0,15.0,1024.4,0.0,0.0,0.0,0.0,N
291,2015-01-02,21:00:00,Brooklyn,480,8.0,10.0,42.0,15.0,1024.4,0.0,0.0,0.0,0.0,N
292,2015-01-02,21:00:00,EWR,0,8.0,10.0,42.0,15.0,1024.4,0.0,0.0,0.0,0.0,N
293,2015-01-02,21:00:00,Manhattan,1806,8.0,10.0,42.0,15.0,1024.4,0.0,0.0,0.0,0.0,N
294,2015-01-02,21:00:00,Queens,330,8.0,10.0,42.0,15.0,1024.4,0.0,0.0,0.0,0.0,N
295,2015-01-02,21:00:00,Staten Island,3,8.0,10.0,42.0,15.0,1024.4,0.0,0.0,0.0,0.0,N
297,2015-01-02,22:00:00,Bronx,44,9.0,10.0,41.0,17.0,1025.1,0.0,0.0,0.0,0.0,N
298,2015-01-02,22:00:00,Brooklyn,484,9.0,10.0,41.0,17.0,1025.1,0.0,0.0,0.0,0.0,N
299,2015-01-02,22:00:00,EWR,0,9.0,10.0,41.0,17.0,1025.1,0.0,0.0,0.0,0.0,N
300,2015-01-02,22:00:00,Manhattan,1818,9.0,10.0,41.0,17.0,1025.1,0.0,0.0,0.0,0.0,N
301,2015-01-02,22:00:00,Queens,329,9.0,10.0,41.0,17.0,1025.1,0.0,0.0,0.0,0.0,N
302,2015-01-02,22:00:00,Staten Island,3,9.0,10.0,41.0,17.0,1025.1,0.0,0.0,0.0,0.0,N
304,2015-01-02,23:00:00,Bronx,53,7.0,10.0,40.0,16.0,1026.1,0.0,0.0,0.0,0.0,N
305,2015-01-02,23:00:00,Brooklyn,555,7.0,10.0,40.0,16.0,1026.1,0.0,0.0,0.0,0.0,N
306,2015-01-02,23:00:00,EWR,0,7.0,10.0,40.0,16.0,1026.1,0.0,0.0,0.0,0.0,N
307,2015-01-02,23:00:00,Manhattan,1918,7.0,10.0,40.0,16.0,1026.1,0.0,0.0,0.0,0.0,N
308,2015-01-02,23:00:00,Queens,310,7.0,10.0,40.0,16.0,1026.1,0.0,0.0,0.0,0.0,N
309,2015-01-02,23:00:00,Staten Island,1,7.0,10.0,40.0,16.0,1026.1,0.0,0.0,0.0,0.0,N
311,2015-01-03,00:00:00,Bronx,44,10.0,10.0,40.0,17.0,1027.3,0.0,0.0,0.0,0.0,N
312,2015-01-03,00:00:00,Brooklyn,572,10.0,10.0,40.0,17.0,1027.3,0.0,0.0,0.0,0.0,N
313,2015-01-03,00:00:00,EWR,0,10.0,10.0,40.0,17.0,1027.3,0.0,0.0,0.0,0.0,N
314,2015-01-03,00:00:00,Manhattan,1685,10.0,10.0,40.0,17.0,1027.3,0.0,0.0,0.0,0.0,N
315,2015-01-03,00:00:00,Queens,283,10.0,10.0,40.0,17.0,1027.3,0.0,0.0,0.0,0.0,N
316,2015-01-03,00:00:00,Staten Island,2,10.0,10.0,40.0,17.0,1027.3,0.0,0.0,0.0,0.0,N
318,2015-01-03,01:00:00,Bronx,27,6.0,10.0,38.0,18.0,1028.2,0.0,0.0,0.0075,0.0,N
319,2015-01-03,01:00:00,Brooklyn,495,6.0,10.0,38.0,18.0,1028.2,0.0,0.0,0.0075,0.0,N
320,2015-01-03,01:00:00,EWR,0,6.0,10.0,38.0,18.0,1028.2,0.0,0.0,0.0075,0.0,N
321,2015-01-03,01:00:00,Manhattan,1263,6.0,10.0,38.0,18.0,1028.2,0.0,0.0,0.0075,0.0,N
322,2015-01-03,01:00:00,Queens,170,6.0,10.0,38.0,18.0,1028.2,0.0,0.0,0.0075,0.0,N
323,2015-01-03,01:00:00,Staten Island,0,6.0,10.0,38.0,18.0,1028.2,0.0,0.0,0.0075,0.0,N
325,2015-01-03,02:00:00,Bronx,30,5.0,10.0,38.0,18.0,1029.1,0.0,0.0,0.0308333333333333,0.0,N
326,2015-01-03,02:00:00,Brooklyn,346,5.0,10.0,38.0,18.0,1029.1,0.0,0.0,0.0308333333333333,0.0,N
327,2015-01-03,02:00:00,EWR,0,5.0,10.0,38.0,18.0,1029.1,0.0,0.0,0.0308333333333333,0.0,N
328,2015-01-03,02:00:00,Manhattan,969,5.0,10.0,38.0,18.0,1029.1,0.0,0.0,0.0308333333333333,0.0,N
329,2015-01-03,02:00:00,Queens,106,5.0,10.0,38.0,18.0,1029.1,0.0,0.0,0.0308333333333333,0.0,N
330,2015-01-03,02:00:00,Staten Island,3,5.0,10.0,38.0,18.0,1029.1,0.0,0.0,0.0308333333333333,0.0,N
332,2015-01-03,03:00:00,Bronx,14,5.0,10.0,37.0,18.0,1029.9,0.0,0.0,0.0833333333333333,0.0,N
333,2015-01-03,03:00:00,Brooklyn,235,5.0,10.0,37.0,18.0,1029.9,0.0,0.0,0.0833333333333333,0.0,N
334,2015-01-03,03:00:00,EWR,0,5.0,10.0,37.0,18.0,1029.9,0.0,0.0,0.0833333333333333,0.0,N
335,2015-01-03,03:00:00,Manhattan,763,5.0,10.0,37.0,18.0,1029.9,0.0,0.0,0.0833333333333333,0.0,N
336,2015-01-03,03:00:00,Queens,97,5.0,10.0,37.0,18.0,1029.9,0.0,0.0,0.0833333333333333,0.0,N
337,2015-01-03,03:00:00,Staten Island,0,5.0,10.0,37.0,18.0,1029.9,0.0,0.0,0.0833333333333333,0.0,N
339,2015-01-03,04:00:00,Bronx,20,3.0,10.0,36.0,19.0,1030.6,0.0,0.0,0.143333333333333,0.0,N
340,2015-01-03,04:00:00,Brooklyn,210,3.0,10.0,36.0,19.0,1030.6,0.0,0.0,0.143333333333333,0.0,N
341,2015-01-03,04:00:00,EWR,0,3.0,10.0,36.0,19.0,1030.6,0.0,0.0,0.143333333333333,0.0,N
342,2015-01-03,04:00:00,Manhattan,622,3.0,10.0,36.0,19.0,1030.6,0.0,0.0,0.143333333333333,0.0,N
343,2015-01-03,04:00:00,Queens,77,3.0,10.0,36.0,19.0,1030.6,0.0,0.0,0.143333333333333,0.0,N
344,2015-01-03,04:00:00,Staten Island,0,3.0,10.0,36.0,19.0,1030.6,0.0,0.0,0.143333333333333,0.0,N
345,2015-01-03,05:00:00,Bronx,14,5.0,10.0,35.0,20.0,1031.3,0.0,0.0,0.0,0.0,N
346,2015-01-03,05:00:00,Brooklyn,126,5.0,10.0,35.0,20.0,1031.3,0.0,0.0,0.0,0.0,N
347,2015-01-03,05:00:00,EWR,0,5.0,10.0,35.0,20.0,1031.3,0.0,0.0,0.0,0.0,N
348,2015-01-03,05:00:00,Manhattan,384,5.0,10.0,35.0,20.0,1031.3,0.0,0.0,0.0,0.0,N
349,2015-01-03,05:00:00,Queens,77,5.0,10.0,35.0,20.0,1031.3,0.0,0.0,0.0,0.0,N
350,2015-01-03,05:00:00,Staten Island,1,5.0,10.0,35.0,20.0,1031.3,0.0,0.0,0.0,0.0,N
351,2015-01-03,06:00:00,Bronx,15,7.0,10.0,35.0,18.0,1031.5,0.0,0.0,0.180833333333333,0.0,N
352,2015-01-03,06:00:00,Brooklyn,115,7.0,10.0,35.0,18.0,1031.5,0.0,0.0,0.180833333333333,0.0,N
353,2015-01-03,06:00:00,EWR,0,7.0,10.0,35.0,18.0,1031.5,0.0,0.0,0.180833333333333,0.0,N
354,2015-01-03,06:00:00,Manhattan,326,7.0,10.0,35.0,18.0,1031.5,0.0,0.0,0.180833333333333,0.0,N
355,2015-01-03,06:00:00,Queens,112,7.0,10.0,35.0,18.0,1031.5,0.0,0.0,0.180833333333333,0.0,N
356,2015-01-03,06:00:00,Staten Island,0,7.0,10.0,35.0,18.0,1031.5,0.0,0.0,0.180833333333333,0.0,N
358,2015-01-03,07:00:00,Bronx,12,0.0,10.0,34.0,18.0,1031.8,0.0,0.0,0.255833333333333,0.0,N
359,2015-01-03,07:00:00,Brooklyn,104,0.0,10.0,34.0,18.0,1031.8,0.0,0.0,0.255833333333333,0.0,N
360,2015-01-03,07:00:00,EWR,0,0.0,10.0,34.0,18.0,1031.8,0.0,0.0,0.255833333333333,0.0,N
361,2015-01-03,07:00:00,Manhattan,310,0.0,10.0,34.0,18.0,1031.8,0.0,0.0,0.255833333333333,0.0,N
362,2015-01-03,07:00:00,Queens,125,0.0,10.0,34.0,18.0,1031.8,0.0,0.0,0.255833333333333,0.0,N
363,2015-01-03,07:00:00,Staten Island,0,0.0,10.0,34.0,18.0,1031.8,0.0,0.0,0.255833333333333,0.0,N
364,2015-01-03,08:00:00,Bronx,14,6.0,10.0,35.0,16.0,1032.5,0.0,0.0,0.319166666666667,0.0,N
365,2015-01-03,08:00:00,Brooklyn,128,6.0,10.0,35.0,16.0,1032.5,0.0,0.0,0.319166666666667,0.0,N
366,2015-01-03,08:00:00,EWR,0,6.0,10.0,35.0,16.0,1032.5,0.0,0.0,0.319166666666667,0.0,N
367,2015-01-03,08:00:00,Manhattan,312,6.0,10.0,35.0,16.0,1032.5,0.0,0.0,0.319166666666667,0.0,N
368,2015-01-03,08:00:00,Queens,124,6.0,10.0,35.0,16.0,1032.5,0.0,0.0,0.319166666666667,0.0,N
369,2015-01-03,08:00:00,Staten Island,0,6.0,10.0,35.0,16.0,1032.5,0.0,0.0,0.319166666666667,0.0,N
370,2015-01-03,09:00:00,Bronx,14,7.0,10.0,35.0,17.0,1033.3,0.0,0.0,0.414166666666667,0.0,N
371,2015-01-03,09:00:00,Brooklyn,198,7.0,10.0,35.0,17.0,1033.3,0.0,0.0,0.414166666666667,0.0,N
372,2015-01-03,09:00:00,EWR,0,7.0,10.0,35.0,17.0,1033.3,0.0,0.0,0.414166666666667,0.0,N
373,2015-01-03,09:00:00,Manhattan,527,7.0,10.0,35.0,17.0,1033.3,0.0,0.0,0.414166666666667,0.0,N
374,2015-01-03,09:00:00,Queens,160,7.0,10.0,35.0,17.0,1033.3,0.0,0.0,0.414166666666667,0.0,N
375,2015-01-03,09:00:00,Staten Island,0,7.0,10.0,35.0,17.0,1033.3,0.0,0.0,0.414166666666667,0.0,N
376,2015-01-03,10:00:00,Bronx,13,6.0,10.0,34.0,18.0,1033.9,0.0,0.0,0.426666666666667,0.0,N
377,2015-01-03,10:00:00,Brooklyn,274,6.0,10.0,34.0,18.0,1033.9,0.0,0.0,0.426666666666667,0.0,N
378,2015-01-03,10:00:00,EWR,0,6.0,10.0,34.0,18.0,1033.9,0.0,0.0,0.426666666666667,0.0,N
379,2015-01-03,10:00:00,Manhattan,717,6.0,10.0,34.0,18.0,1033.9,0.0,0.0,0.426666666666667,0.0,N
380,2015-01-03,10:00:00,Queens,127,6.0,10.0,34.0,18.0,1033.9,0.0,0.0,0.426666666666667,0.0,N
381,2015-01-03,10:00:00,Staten Island,0,6.0,10.0,34.0,18.0,1033.9,0.0,0.0,0.426666666666667,0.0,N
383,2015-01-03,11:00:00,Bronx,18,6.0,10.0,34.0,20.0,1034.6,0.0,0.0,0.47,0.0,N
384,2015-01-03,11:00:00,Brooklyn,363,6.0,10.0,34.0,20.0,1034.6,0.0,0.0,0.47,0.0,N
385,2015-01-03,11:00:00,EWR,0,6.0,10.0,34.0,20.0,1034.6,0.0,0.0,0.47,0.0,N
386,2015-01-03,11:00:00,Manhattan,1069,6.0,10.0,34.0,20.0,1034.6,0.0,0.0,0.47,0.0,N
387,2015-01-03,11:00:00,Queens,199,6.0,10.0,34.0,20.0,1034.6,0.0,0.0,0.47,0.0,N
388,2015-01-03,11:00:00,Staten Island,1,6.0,10.0,34.0,20.0,1034.6,0.0,0.0,0.47,0.0,N
389,2015-01-03,12:00:00,Bronx,24,6.0,10.0,34.0,20.0,1034.9,0.0,0.0,0.49,0.0,N
390,2015-01-03,12:00:00,Brooklyn,437,6.0,10.0,34.0,20.0,1034.9,0.0,0.0,0.49,0.0,N
391,2015-01-03,12:00:00,EWR,0,6.0,10.0,34.0,20.0,1034.9,0.0,0.0,0.49,0.0,N
392,2015-01-03,12:00:00,Manhattan,1309,6.0,10.0,34.0,20.0,1034.9,0.0,0.0,0.49,0.0,N
393,2015-01-03,12:00:00,Queens,183,6.0,10.0,34.0,20.0,1034.9,0.0,0.0,0.49,0.0,N
394,2015-01-03,12:00:00,Staten Island,0,6.0,10.0,34.0,20.0,1034.9,0.0,0.0,0.49,0.0,N
396,2015-01-03,13:00:00,Bronx,27,9.0,10.0,34.0,20.0,1035.1,0.0,0.0075,0.535,0.0,N
397,2015-01-03,13:00:00,Brooklyn,425,9.0,10.0,34.0,20.0,1035.1,0.0,0.0075,0.535,0.0,N
398,2015-01-03,13:00:00,EWR,0,9.0,10.0,34.0,20.0,1035.1,0.0,0.0075,0.535,0.0,N
399,2015-01-03,13:00:00,Manhattan,1865,9.0,10.0,34.0,20.0,1035.1,0.0,0.0075,0.535,0.0,N
400,2015-01-03,13:00:00,Queens,230,9.0,10.0,34.0,20.0,1035.1,0.0,0.0075,0.535,0.0,N
401,2015-01-03,13:00:00,Staten Island,0,9.0,10.0,34.0,20.0,1035.1,0.0,0.0075,0.535,0.0,N
403,2015-01-03,14:00:00,Bronx,36,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N
404,2015-01-03,14:00:00,Brooklyn,495,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N
405,2015-01-03,14:00:00,EWR,0,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N
406,2015-01-03,14:00:00,Manhattan,2182,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N
407,2015-01-03,14:00:00,Queens,267,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N
408,2015-01-03,14:00:00,Staten Island,1,7.0,10.0,35.0,18.0,1035.6,0.0,0.0308333333333333,0.685,0.0,N
409,2015-01-03,15:00:00,Bronx,37,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N
410,2015-01-03,15:00:00,Brooklyn,541,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N
411,2015-01-03,15:00:00,EWR,0,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N
412,2015-01-03,15:00:00,Manhattan,2303,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N
413,2015-01-03,15:00:00,Queens,329,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N
414,2015-01-03,15:00:00,Staten Island,0,5.5,10.0,36.5,18.5,1035.7,0.0,0.0833333333333333,0.693,0.0,N
416,2015-01-03,16:00:00,Bronx,32,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N
417,2015-01-03,16:00:00,Brooklyn,589,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N
418,2015-01-03,16:00:00,EWR,0,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N
419,2015-01-03,16:00:00,Manhattan,2465,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N
420,2015-01-03,16:00:00,Queens,352,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N
421,2015-01-03,16:00:00,Staten Island,1,9.0,10.0,37.0,19.0,1034.3,0.0,0.143333333333333,0.703,0.0,N
422,2015-01-03,17:00:00,Bronx,37,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N
423,2015-01-03,17:00:00,Brooklyn,623,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N
424,2015-01-03,17:00:00,EWR,0,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N
425,2015-01-03,17:00:00,Manhattan,3375,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N
426,2015-01-03,17:00:00,Queens,306,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N
427,2015-01-03,17:00:00,Staten Island,2,7.0,5.9,38.0,23.0,1033.6,0.0,0.180833333333333,0.703,0.0,N
429,2015-01-03,18:00:00,Bronx,40,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N
430,2015-01-03,18:00:00,Brooklyn,795,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N
431,2015-01-03,18:00:00,EWR,0,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N
432,2015-01-03,18:00:00,Manhattan,3550,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N
433,2015-01-03,18:00:00,Queens,414,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N
434,2015-01-03,18:00:00,Staten Island,5,7.8,2.22,35.6,29.0,1032.7,0.0075,0.01,0.703,0.0,N
436,2015-01-03,19:00:00,Bronx,48,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N
437,2015-01-03,19:00:00,Brooklyn,850,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N
438,2015-01-03,19:00:00,EWR,0,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N
439,2015-01-03,19:00:00,Manhattan,3979,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N
440,2015-01-03,19:00:00,Queens,439,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N
441,2015-01-03,19:00:00,Staten Island,4,7.5,1.2,34.0,30.0,1032.7,0.0233333333333333,0.255833333333333,0.713,0.0,N
443,2015-01-03,20:00:00,Bronx,66,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N
444,2015-01-03,20:00:00,Brooklyn,850,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N
445,2015-01-03,20:00:00,EWR,0,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N
446,2015-01-03,20:00:00,Manhattan,3648,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N
447,2015-01-03,20:00:00,Queens,355,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N
448,2015-01-03,20:00:00,Staten Island,1,5.75,1.65,34.25,31.0,1031.2,0.0525,0.311666666666667,0.713,0.0,N
450,2015-01-03,21:00:00,Bronx,49,7.0,1.65,35.0,32.0,1031.0,0.06,0.383333333333333,0.753,0.0,N
451,2015-01-03,21:00:00,Brooklyn,747,7.0,1.65,35.0,32.0,1031.0,0.06,0.383333333333333,0.753,0.0,N
452,2015-01-03,21:00:00,EWR,0,7.0,1.65,35.0,32.0,1031.0,0.06,0.383333333333333,0.753,0.0,N
453,2015-01-03,21:00:00,Manhattan,2728,7.0,1.65,35.0,32.0,1031.0,0.06,0.383333333333333,0.753,0.0,N
454,2015-01-03,21:00:00,Queens,342,7.0,1.65,35.0,32.0,1031.0,0.06,0.383333333333333,0.753,0.0,N
455,2015-01-03,21:00:00,Staten Island,1,7.0,1.65,35.0,32.0,1031.0,0.06,0.383333333333333,0.753,0.0,N
457,2015-01-03,22:00:00,Bronx,49,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N
458,2015-01-03,22:00:00,Brooklyn,745,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N
459,2015-01-03,22:00:00,EWR,0,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N
460,2015-01-03,22:00:00,Manhattan,2692,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N
461,2015-01-03,22:00:00,Queens,450,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N
462,2015-01-03,22:00:00,Staten Island,1,6.5,2.75,35.75,32.25,1029.4,0.0375,0.343333333333333,0.753,0.0,N
464,2015-01-03,23:00:00,Bronx,39,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N
465,2015-01-03,23:00:00,Brooklyn,744,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N
466,2015-01-03,23:00:00,EWR,0,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N
467,2015-01-03,23:00:00,Manhattan,2648,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N
468,2015-01-03,23:00:00,Queens,449,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N
469,2015-01-03,23:00:00,Staten Island,0,4.8,2.7,36.4,33.6,1028.6,0.075,0.326666666666667,0.753,0.0,N
471,2015-01-04,00:00:00,Bronx,33,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N
472,2015-01-04,00:00:00,Brooklyn,738,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N
473,2015-01-04,00:00:00,EWR,0,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N
474,2015-01-04,00:00:00,Manhattan,2696,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N
475,2015-01-04,00:00:00,Queens,408,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N
476,2015-01-04,00:00:00,Staten Island,0,5.75,2.75,37.25,35.25,1027.9,0.0633333333333333,0.4,0.763,0.0,N
478,2015-01-04,01:00:00,Bronx,35,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N
479,2015-01-04,01:00:00,Brooklyn,656,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N
480,2015-01-04,01:00:00,EWR,0,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N
481,2015-01-04,01:00:00,Manhattan,1844,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N
482,2015-01-04,01:00:00,Queens,282,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N
483,2015-01-04,01:00:00,Staten Island,1,6.0,2.0,38.5,35.5,1025.9,0.095,0.309166666666667,0.763,0.0,N
484,2015-01-04,02:00:00,Bronx,33,7.2,2.7,39.6,36.8,1023.8,0.0125,0.279166666666667,0.7555,0.0,N
485,2015-01-04,02:00:00,Brooklyn,438,7.2,2.7,39.6,36.8,1023.8,0.0125,0.279166666666667,0.7555,0.0,N
486,2015-01-04,02:00:00,EWR,0,7.2,2.7,39.6,36.8,1023.8,0.0125,0.279166666666667,0.7555,0.0,N
