,pickup_date,pickup_time,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
13458,2015-03-26,10:00:00,Staten Island,1,2.5,5.5,44.0,40.0,1015.9,0.0,0.0,0.158333333333333,0.0,N
13460,2015-03-26,11:00:00,Bronx,43,0.0,7.0,46.0,41.0,1015.6,0.0,0.0,0.118333333333333,0.0,N
13461,2015-03-26,11:00:00,Brooklyn,431,0.0,7.0,46.0,41.0,1015.6,0.0,0.0,0.118333333333333,0.0,N
13462,2015-03-26,11:00:00,EWR,0,0.0,7.0,46.0,41.0,1015.6,0.0,0.0,0.118333333333333,0.0,N
13463,2015-03-26,11:00:00,Manhattan,2053,0.0,7.0,46.0,41.0,1015.6,0.0,0.0,0.118333333333333,0.0,N
13464,2015-03-26,11:00:00,Queens,225,0.0,7.0,46.0,41.0,1015.6,0.0,0.0,0.118333333333333,0.0,N
13465,2015-03-26,11:00:00,Staten Island,0,0.0,7.0,46.0,41.0,1015.6,0.0,0.0,0.118333333333333,0.0,N
13467,2015-03-26,12:00:00,Bronx,42,0.0,4.0,46.0,41.0,1015.2,0.0,0.0,0.05,0.0,N
13468,2015-03-26,12:00:00,Brooklyn,406,0.0,4.0,46.0,41.0,1015.2,0.0,0.0,0.05,0.0,N
13469,2015-03-26,12:00:00,EWR,0,0.0,4.0,46.0,41.0,1015.2,0.0,0.0,0.05,0.0,N
13470,2015-03-26,12:00:00,Manhattan,2235,0.0,4.0,46.0,41.0,1015.2,0.0,0.0,0.05,0.0,N
13471,2015-03-26,12:00:00,Queens,230,0.0,4.0,46.0,41.0,1015.2,0.0,0.0,0.05,0.0,N
13472,2015-03-26,12:00:00,Staten Island,3,0.0,4.0,46.0,41.0,1015.2,0.0,0.0,0.05,0.0,N
13473,2015-03-26,13:00:00,Bronx,35,0.0,5.0,47.0,41.0,1014.9,0.0,0.0,0.0583333333333333,0.0,N
13474,2015-03-26,13:00:00,Brooklyn,375,0.0,5.0,47.0,41.0,1014.9,0.0,0.0,0.0583333333333333,0.0,N
13475,2015-03-26,13:00:00,EWR,0,0.0,5.0,47.0,41.0,1014.9,0.0,0.0,0.0583333333333333,0.0,N
13476,2015-03-26,13:00:00,Manhattan,2234,0.0,5.0,47.0,41.0,1014.9,0.0,0.0,0.0583333333333333,0.0,N
13477,2015-03-26,13:00:00,Queens,231,0.0,5.0,47.0,41.0,1014.9,0.0,0.0,0.0583333333333333,0.0,N
13478,2015-03-26,13:00:00,Staten Island,2,0.0,5.0,47.0,41.0,1014.9,0.0,0.0,0.0583333333333333,0.0,N
13480,2015-03-26,14:00:00,Bronx,31,0.0,4.0,47.0,41.0,1014.2,0.0,0.0,0.035,0.0,N
13481,2015-03-26,14:00:00,Brooklyn,405,0.0,4.0,47.0,41.0,1014.2,0.0,0.0,0.035,0.0,N
13482,2015-03-26,14:00:00,EWR,1,0.0,4.0,47.0,41.0,1014.2,0.0,0.0,0.035,0.0,N
13483,2015-03-26,14:00:00,Manhattan,2255,0.0,4.0,47.0,41.0,1014.2,0.0,0.0,0.035,0.0,N
13484,2015-03-26,14:00:00,Queens,260,0.0,4.0,47.0,41.0,1014.2,0.0,0.0,0.035,0.0,N
13485,2015-03-26,14:00:00,Staten Island,1,0.0,4.0,47.0,41.0,1014.2,0.0,0.0,0.035,0.0,N
13487,2015-03-26,15:00:00,Bronx,40,4.0,4.0,48.5,43.5,1013.0,0.0,0.0,0.0,0.0,N
13488,2015-03-26,15:00:00,Brooklyn,402,4.0,4.0,48.5,43.5,1013.0,0.0,0.0,0.0,0.0,N
13489,2015-03-26,15:00:00,EWR,0,4.0,4.0,48.5,43.5,1013.0,0.0,0.0,0.0,0.0,N
13490,2015-03-26,15:00:00,Manhattan,2472,4.0,4.0,48.5,43.5,1013.0,0.0,0.0,0.0,0.0,N
13491,2015-03-26,15:00:00,Queens,271,4.0,4.0,48.5,43.5,1013.0,0.0,0.0,0.0,0.0,N
13492,2015-03-26,15:00:00,Staten Island,1,4.0,4.0,48.5,43.5,1013.0,0.0,0.0,0.0,0.0,N
13493,2015-03-26,16:00:00,Bronx,49,0.0,2.875,49.25,45.0,1011.4,0.0066666666666666,0.0,0.005,0.0,N
13494,2015-03-26,16:00:00,Brooklyn,402,0.0,2.875,49.25,45.0,1011.4,0.0066666666666666,0.0,0.005,0.0,N
13495,2015-03-26,16:00:00,EWR,0,0.0,2.875,49.25,45.0,1011.4,0.0066666666666666,0.0,0.005,0.0,N
13496,2015-03-26,16:00:00,Manhattan,2703,0.0,2.875,49.25,45.0,1011.4,0.0066666666666666,0.0,0.005,0.0,N
13497,2015-03-26,16:00:00,Queens,344,0.0,2.875,49.25,45.0,1011.4,0.0066666666666666,0.0,0.005,0.0,N
13498,2015-03-26,16:00:00,Staten Island,2,0.0,2.875,49.25,45.0,1011.4,0.0066666666666666,0.0,0.005,0.0,N
13500,2015-03-26,17:00:00,Bronx,75,0.0,1.93333333333333,49.0,46.6666666666667,1010.2,0.02,0.0,0.0,0.0,N
13501,2015-03-26,17:00:00,Brooklyn,424,0.0,1.93333333333333,49.0,46.6666666666667,1010.2,0.02,0.0,0.0,0.0,N
13502,2015-03-26,17:00:00,EWR,0,0.0,1.93333333333333,49.0,46.6666666666667,1010.2,0.02,0.0,0.0,0.0,N
13503,2015-03-26,17:00:00,Manhattan,3188,0.0,1.93333333333333,49.0,46.6666666666667,1010.2,0.02,0.0,0.0,0.0,N
13504,2015-03-26,17:00:00,Queens,436,0.0,1.93333333333333,49.0,46.6666666666667,1010.2,0.02,0.0,0.0,0.0,N
13505,2015-03-26,17:00:00,Staten Island,4,0.0,1.93333333333333,49.0,46.6666666666667,1010.2,0.02,0.0,0.0,0.0,N
13506,2015-03-26,18:00:00,Bronx,71,4.25,5.0,52.0,48.2,1007.7,0.0033333333333333,0.03,0.0,0.0,N
13507,2015-03-26,18:00:00,Brooklyn,518,4.25,5.0,52.0,48.2,1007.7,0.0033333333333333,0.03,0.0,0.0,N
13508,2015-03-26,18:00:00,EWR,0,4.25,5.0,52.0,48.2,1007.7,0.0033333333333333,0.03,0.0,0.0,N
13509,2015-03-26,18:00:00,Manhattan,3986,4.25,5.0,52.0,48.2,1007.7,0.0033333333333333,0.03,0.0,0.0,N
13510,2015-03-26,18:00:00,Queens,399,4.25,5.0,52.0,48.2,1007.7,0.0033333333333333,0.03,0.0,0.0,N
13511,2015-03-26,18:00:00,Staten Island,0,4.25,5.0,52.0,48.2,1007.7,0.0033333333333333,0.03,0.0,0.0,N
13513,2015-03-26,19:00:00,Bronx,51,3.25,3.875,52.5,49.25,1006.2,0.0066666666666666,0.0,0.0,0.0,N
13514,2015-03-26,19:00:00,Brooklyn,597,3.25,3.875,52.5,49.25,1006.2,0.0066666666666666,0.0,0.0,0.0,N
13515,2015-03-26,19:00:00,EWR,0,3.25,3.875,52.5,49.25,1006.2,0.0066666666666666,0.0,0.0,0.0,N
13516,2015-03-26,19:00:00,Manhattan,4227,3.25,3.875,52.5,49.25,1006.2,0.0066666666666666,0.0,0.0,0.0,N
13517,2015-03-26,19:00:00,Queens,411,3.25,3.875,52.5,49.25,1006.2,0.0066666666666666,0.0,0.0,0.0,N
13518,2015-03-26,19:00:00,Staten Island,3,3.25,3.875,52.5,49.25,1006.2,0.0066666666666666,0.0,0.0,0.0,N
13520,2015-03-26,20:00:00,Bronx,57,0.0,2.83333333333333,53.0,50.3333333333333,1005.2,0.0033333333333333,0.0,0.0,0.0,N
13521,2015-03-26,20:00:00,Brooklyn,665,0.0,2.83333333333333,53.0,50.3333333333333,1005.2,0.0033333333333333,0.0,0.0,0.0,N
13522,2015-03-26,20:00:00,EWR,0,0.0,2.83333333333333,53.0,50.3333333333333,1005.2,0.0033333333333333,0.0,0.0,0.0,N
13523,2015-03-26,20:00:00,Manhattan,4364,0.0,2.83333333333333,53.0,50.3333333333333,1005.2,0.0033333333333333,0.0,0.0,0.0,N
13524,2015-03-26,20:00:00,Queens,412,0.0,2.83333333333333,53.0,50.3333333333333,1005.2,0.0033333333333333,0.0,0.0,0.0,N
13525,2015-03-26,20:00:00,Staten Island,0,0.0,2.83333333333333,53.0,50.3333333333333,1005.2,0.0033333333333333,0.0,0.0,0.0,N
13527,2015-03-26,21:00:00,Bronx,58,4.0,3.25,55.0,52.0,1004.0,0.0,0.0,0.02,0.0,N
13528,2015-03-26,21:00:00,Brooklyn,593,4.0,3.25,55.0,52.0,1004.0,0.0,0.0,0.02,0.0,N
13529,2015-03-26,21:00:00,EWR,0,4.0,3.25,55.0,52.0,1004.0,0.0,0.0,0.02,0.0,N
13530,2015-03-26,21:00:00,Manhattan,4051,4.0,3.25,55.0,52.0,1004.0,0.0,0.0,0.02,0.0,N
13531,2015-03-26,21:00:00,Queens,426,4.0,3.25,55.0,52.0,1004.0,0.0,0.0,0.02,0.0,N
13532,2015-03-26,21:00:00,Staten Island,1,4.0,3.25,55.0,52.0,1004.0,0.0,0.0,0.02,0.0,N
13534,2015-03-26,22:00:00,Bronx,38,2.0,3.66666666666667,56.0,52.0,1003.6,0.0,0.0,0.0,0.0,N
13535,2015-03-26,22:00:00,Brooklyn,709,2.0,3.66666666666667,56.0,52.0,1003.6,0.0,0.0,0.0,0.0,N
13536,2015-03-26,22:00:00,EWR,0,2.0,3.66666666666667,56.0,52.0,1003.6,0.0,0.0,0.0,0.0,N
13537,2015-03-26,22:00:00,Manhattan,4578,2.0,3.66666666666667,56.0,52.0,1003.6,0.0,0.0,0.0,0.0,N
13538,2015-03-26,22:00:00,Queens,455,2.0,3.66666666666667,56.0,52.0,1003.6,0.0,0.0,0.0,0.0,N
13539,2015-03-26,22:00:00,Staten Island,2,2.0,3.66666666666667,56.0,52.0,1003.6,0.0,0.0,0.0,0.0,N
13541,2015-03-26,23:00:00,Bronx,49,5.0,6.5,57.5,54.0,1002.1,0.0,0.0,0.0,0.0,N
13542,2015-03-26,23:00:00,Brooklyn,683,5.0,6.5,57.5,54.0,1002.1,0.0,0.0,0.0,0.0,N
13543,2015-03-26,23:00:00,EWR,0,5.0,6.5,57.5,54.0,1002.1,0.0,0.0,0.0,0.0,N
13544,2015-03-26,23:00:00,Manhattan,5237,5.0,6.5,57.5,54.0,1002.1,0.0,0.0,0.0,0.0,N
13545,2015-03-26,23:00:00,Queens,430,5.0,6.5,57.5,54.0,1002.1,0.0,0.0,0.0,0.0,N
13546,2015-03-26,23:00:00,Staten Island,1,5.0,6.5,57.5,54.0,1002.1,0.0,0.0,0.0,0.0,N
13548,2015-03-27,00:00:00,Bronx,36,3.0,10.0,61.0,57.0,1002.1,0.0,0.02,0.0,0.0,N
13549,2015-03-27,00:00:00,Brooklyn,657,3.0,10.0,61.0,57.0,1002.1,0.0,0.02,0.0,0.0,N
13550,2015-03-27,00:00:00,EWR,0,3.0,10.0,61.0,57.0,1002.1,0.0,0.02,0.0,0.0,N
13551,2015-03-27,00:00:00,Manhattan,3407,3.0,10.0,61.0,57.0,1002.1,0.0,0.02,0.0,0.0,N
13552,2015-03-27,00:00:00,Queens,533,3.0,10.0,61.0,57.0,1002.1,0.0,0.02,0.0,0.0,N
13553,2015-03-27,00:00:00,Staten Island,0,3.0,10.0,61.0,57.0,1002.1,0.0,0.02,0.0,0.0,N
13554,2015-03-27,01:00:00,Bronx,29,6.33333333333333,7.33333333333333,57.3333333333333,53.3333333333333,1002.9,0.0,0.0,0.0,0.0,N
13555,2015-03-27,01:00:00,Brooklyn,450,6.33333333333333,7.33333333333333,57.3333333333333,53.3333333333333,1002.9,0.0,0.0,0.0,0.0,N
13556,2015-03-27,01:00:00,EWR,0,6.33333333333333,7.33333333333333,57.3333333333333,53.3333333333333,1002.9,0.0,0.0,0.0,0.0,N
13557,2015-03-27,01:00:00,Manhattan,1872,6.33333333333333,7.33333333333333,57.3333333333333,53.3333333333333,1002.9,0.0,0.0,0.0,0.0,N
13558,2015-03-27,01:00:00,Queens,558,6.33333333333333,7.33333333333333,57.3333333333333,53.3333333333333,1002.9,0.0,0.0,0.0,0.0,N
13559,2015-03-27,01:00:00,Staten Island,0,6.33333333333333,7.33333333333333,57.3333333333333,53.3333333333333,1002.9,0.0,0.0,0.0,0.0,N
13561,2015-03-27,02:00:00,Bronx,20,8.5,2.525,50.25,47.75,1004.4,0.0675,0.0,0.0,0.0,N
13562,2015-03-27,02:00:00,Brooklyn,255,8.5,2.525,50.25,47.75,1004.4,0.0675,0.0,0.0,0.0,N
13563,2015-03-27,02:00:00,EWR,0,8.5,2.525,50.25,47.75,1004.4,0.0675,0.0,0.0,0.0,N
13564,2015-03-27,02:00:00,Manhattan,1031,8.5,2.525,50.25,47.75,1004.4,0.0675,0.0,0.0,0.0,N
13565,2015-03-27,02:00:00,Queens,168,8.5,2.525,50.25,47.75,1004.4,0.0675,0.0,0.0,0.0,N
13566,2015-03-27,02:00:00,Staten Island,1,8.5,2.525,50.25,47.75,1004.4,0.0675,0.0,0.0,0.0,N
13568,2015-03-27,03:00:00,Bronx,11,8.66666666666667,5.66666666666667,46.3333333333333,43.6666666666667,1004.4,0.123333333333333,0.0,0.0,0.0,N
13569,2015-03-27,03:00:00,Brooklyn,167,8.66666666666667,5.66666666666667,46.3333333333333,43.6666666666667,1004.4,0.123333333333333,0.0,0.0,0.0,N
13570,2015-03-27,03:00:00,EWR,0,8.66666666666667,5.66666666666667,46.3333333333333,43.6666666666667,1004.4,0.123333333333333,0.0,0.0,0.0,N
13571,2015-03-27,03:00:00,Manhattan,568,8.66666666666667,5.66666666666667,46.3333333333333,43.6666666666667,1004.4,0.123333333333333,0.0,0.0,0.0,N
13572,2015-03-27,03:00:00,Queens,64,8.66666666666667,5.66666666666667,46.3333333333333,43.6666666666667,1004.4,0.123333333333333,0.0,0.0,0.0,N
13573,2015-03-27,03:00:00,Staten Island,0,8.66666666666667,5.66666666666667,46.3333333333333,43.6666666666667,1004.4,0.123333333333333,0.0,0.0,0.0,N
13574,2015-03-27,04:00:00,Bronx,10,8.0,10.0,44.0,41.0,1003.9,0.025,0.0,0.0,0.0,N
13575,2015-03-27,04:00:00,Brooklyn,135,8.0,10.0,44.0,41.0,1003.9,0.025,0.0,0.0,0.0,N
13576,2015-03-27,04:00:00,EWR,0,8.0,10.0,44.0,41.0,1003.9,0.025,0.0,0.0,0.0,N
13577,2015-03-27,04:00:00,Manhattan,557,8.0,10.0,44.0,41.0,1003.9,0.025,0.0,0.0,0.0,N
13578,2015-03-27,04:00:00,Queens,74,8.0,10.0,44.0,41.0,1003.9,0.025,0.0,0.0,0.0,N
13579,2015-03-27,04:00:00,Staten Island,1,8.0,10.0,44.0,41.0,1003.9,0.025,0.0,0.0,0.0,N
13581,2015-03-27,05:00:00,Bronx,17,6.33333333333333,7.66666666666667,43.0,39.3333333333333,1004.9,0.02,0.0,0.32,0.0,N
13582,2015-03-27,05:00:00,Brooklyn,198,6.33333333333333,7.66666666666667,43.0,39.3333333333333,1004.9,0.02,0.0,0.32,0.0,N
13583,2015-03-27,05:00:00,EWR,0,6.33333333333333,7.66666666666667,43.0,39.3333333333333,1004.9,0.02,0.0,0.32,0.0,N
13584,2015-03-27,05:00:00,Manhattan,650,6.33333333333333,7.66666666666667,43.0,39.3333333333333,1004.9,0.02,0.0,0.32,0.0,N
13585,2015-03-27,05:00:00,Queens,99,6.33333333333333,7.66666666666667,43.0,39.3333333333333,1004.9,0.02,0.0,0.32,0.0,N
13586,2015-03-27,05:00:00,Staten Island,1,6.33333333333333,7.66666666666667,43.0,39.3333333333333,1004.9,0.02,0.0,0.32,0.0,N
13587,2015-03-27,06:00:00,Bronx,26,6.0,10.0,43.0,38.0,1005.8,0.0,0.27,0.0,0.0,N
13588,2015-03-27,06:00:00,Brooklyn,304,6.0,10.0,43.0,38.0,1005.8,0.0,0.27,0.0,0.0,N
13589,2015-03-27,06:00:00,EWR,0,6.0,10.0,43.0,38.0,1005.8,0.0,0.27,0.0,0.0,N
13590,2015-03-27,06:00:00,Manhattan,935,6.0,10.0,43.0,38.0,1005.8,0.0,0.27,0.0,0.0,N
13591,2015-03-27,06:00:00,Queens,213,6.0,10.0,43.0,38.0,1005.8,0.0,0.27,0.0,0.0,N
13592,2015-03-27,06:00:00,Staten Island,1,6.0,10.0,43.0,38.0,1005.8,0.0,0.27,0.0,0.0,N
13594,2015-03-27,07:00:00,Bronx,43,5.0,10.0,43.0,39.0,1005.6,0.01,0.0,0.0,0.0,N
13595,2015-03-27,07:00:00,Brooklyn,490,5.0,10.0,43.0,39.0,1005.6,0.01,0.0,0.0,0.0,N
13596,2015-03-27,07:00:00,EWR,0,5.0,10.0,43.0,39.0,1005.6,0.01,0.0,0.0,0.0,N
13597,2015-03-27,07:00:00,Manhattan,1670,5.0,10.0,43.0,39.0,1005.6,0.01,0.0,0.0,0.0,N
13598,2015-03-27,07:00:00,Queens,329,5.0,10.0,43.0,39.0,1005.6,0.01,0.0,0.0,0.0,N
13599,2015-03-27,07:00:00,Staten Island,3,5.0,10.0,43.0,39.0,1005.6,0.01,0.0,0.0,0.0,N
13601,2015-03-27,08:00:00,Bronx,92,6.0,5.5,42.5,39.5,1006.5,0.035,0.0,0.0,0.0,N
13602,2015-03-27,08:00:00,Brooklyn,645,6.0,5.5,42.5,39.5,1006.5,0.035,0.0,0.0,0.0,N
13603,2015-03-27,08:00:00,EWR,0,6.0,5.5,42.5,39.5,1006.5,0.035,0.0,0.0,0.0,N
13604,2015-03-27,08:00:00,Manhattan,2462,6.0,5.5,42.5,39.5,1006.5,0.035,0.0,0.0,0.0,N
13605,2015-03-27,08:00:00,Queens,390,6.0,5.5,42.5,39.5,1006.5,0.035,0.0,0.0,0.0,N
13606,2015-03-27,08:00:00,Staten Island,2,6.0,5.5,42.5,39.5,1006.5,0.035,0.0,0.0,0.0,N
13608,2015-03-27,09:00:00,Bronx,67,5.0,7.0,41.6666666666667,38.6666666666667,1006.9,0.0566666666666667,0.0,0.0,0.0,N
13609,2015-03-27,09:00:00,Brooklyn,643,5.0,7.0,41.6666666666667,38.6666666666667,1006.9,0.0566666666666667,0.0,0.0,0.0,N
13610,2015-03-27,09:00:00,EWR,0,5.0,7.0,41.6666666666667,38.6666666666667,1006.9,0.0566666666666667,0.0,0.0,0.0,N
13611,2015-03-27,09:00:00,Manhattan,2974,5.0,7.0,41.6666666666667,38.6666666666667,1006.9,0.0566666666666667,0.0,0.0,0.0,N
13612,2015-03-27,09:00:00,Queens,329,5.0,7.0,41.6666666666667,38.6666666666667,1006.9,0.0566666666666667,0.0,0.0,0.0,N
13613,2015-03-27,09:00:00,Staten Island,0,5.0,7.0,41.6666666666667,38.6666666666667,1006.9,0.0566666666666667,0.0,0.0,0.0,N
13614,2015-03-27,10:00:00,Bronx,48,6.0,6.0,39.0,35.5,1007.8,0.0433333333333333,0.0,0.0,0.0,N
13615,2015-03-27,10:00:00,Brooklyn,564,6.0,6.0,39.0,35.5,1007.8,0.0433333333333333,0.0,0.0,0.0,N
13616,2015-03-27,10:00:00,EWR,0,6.0,6.0,39.0,35.5,1007.8,0.0433333333333333,0.0,0.0,0.0,N
13617,2015-03-27,10:00:00,Manhattan,2500,6.0,6.0,39.0,35.5,1007.8,0.0433333333333333,0.0,0.0,0.0,N
13618,2015-03-27,10:00:00,Queens,310,6.0,6.0,39.0,35.5,1007.8,0.0433333333333333,0.0,0.0,0.0,N
13619,2015-03-27,10:00:00,Staten Island,1,6.0,6.0,39.0,35.5,1007.8,0.0433333333333333,0.0,0.0,0.0,N
13620,2015-03-27,11:00:00,Bronx,42,4.33333333333333,9.33333333333333,39.0,36.0,1007.9,0.0333333333333333,0.0,0.0,0.0,N
13621,2015-03-27,11:00:00,Brooklyn,491,4.33333333333333,9.33333333333333,39.0,36.0,1007.9,0.0333333333333333,0.0,0.0,0.0,N
13622,2015-03-27,11:00:00,EWR,0,4.33333333333333,9.33333333333333,39.0,36.0,1007.9,0.0333333333333333,0.0,0.0,0.0,N
13623,2015-03-27,11:00:00,Manhattan,1977,4.33333333333333,9.33333333333333,39.0,36.0,1007.9,0.0333333333333333,0.0,0.0,0.0,N
13624,2015-03-27,11:00:00,Queens,243,4.33333333333333,9.33333333333333,39.0,36.0,1007.9,0.0333333333333333,0.0,0.0,0.0,N
13625,2015-03-27,11:00:00,Staten Island,1,4.33333333333333,9.33333333333333,39.0,36.0,1007.9,0.0333333333333333,0.0,0.0,0.0,N
13627,2015-03-27,12:00:00,Bronx,41,3.0,10.0,39.0,36.0,1007.4,0.02,0.27,0.59,0.0,N
13628,2015-03-27,12:00:00,Brooklyn,438,3.0,10.0,39.0,36.0,1007.4,0.02,0.27,0.59,0.0,N
13629,2015-03-27,12:00:00,EWR,0,3.0,10.0,39.0,36.0,1007.4,0.02,0.27,0.59,0.0,N
13630,2015-03-27,12:00:00,Manhattan,2042,3.0,10.0,39.0,36.0,1007.4,0.02,0.27,0.59,0.0,N
13631,2015-03-27,12:00:00,Queens,264,3.0,10.0,39.0,36.0,1007.4,0.02,0.27,0.59,0.0,N
13632,2015-03-27,12:00:00,Staten Island,1,3.0,10.0,39.0,36.0,1007.4,0.02,0.27,0.59,0.0,N
13634,2015-03-27,13:00:00,Bronx,46,0.0,10.0,39.0,36.0,1007.3,0.0,0.0,0.0,0.0,N
13635,2015-03-27,13:00:00,Brooklyn,390,0.0,10.0,39.0,36.0,1007.3,0.0,0.0,0.0,0.0,N
13636,2015-03-27,13:00:00,EWR,0,0.0,10.0,39.0,36.0,1007.3,0.0,0.0,0.0,0.0,N
13637,2015-03-27,13:00:00,Manhattan,1914,0.0,10.0,39.0,36.0,1007.3,0.0,0.0,0.0,0.0,N
13638,2015-03-27,13:00:00,Queens,248,0.0,10.0,39.0,36.0,1007.3,0.0,0.0,0.0,0.0,N
13639,2015-03-27,13:00:00,Staten Island,1,0.0,10.0,39.0,36.0,1007.3,0.0,0.0,0.0,0.0,N
13641,2015-03-27,14:00:00,Bronx,46,6.0,10.0,40.3333333333333,35.6666666666667,1007.7,0.0,0.0,0.0,0.0,N
13642,2015-03-27,14:00:00,Brooklyn,374,6.0,10.0,40.3333333333333,35.6666666666667,1007.7,0.0,0.0,0.0,0.0,N
13643,2015-03-27,14:00:00,EWR,0,6.0,10.0,40.3333333333333,35.6666666666667,1007.7,0.0,0.0,0.0,0.0,N
13644,2015-03-27,14:00:00,Manhattan,2054,6.0,10.0,40.3333333333333,35.6666666666667,1007.7,0.0,0.0,0.0,0.0,N
13645,2015-03-27,14:00:00,Queens,283,6.0,10.0,40.3333333333333,35.6666666666667,1007.7,0.0,0.0,0.0,0.0,N
13646,2015-03-27,14:00:00,Staten Island,4,6.0,10.0,40.3333333333333,35.6666666666667,1007.7,0.0,0.0,0.0,0.0,N
13648,2015-03-27,15:00:00,Bronx,56,6.0,10.0,41.0,35.0,1007.5,0.0,0.0,0.0,0.0,N
13649,2015-03-27,15:00:00,Brooklyn,444,6.0,10.0,41.0,35.0,1007.5,0.0,0.0,0.0,0.0,N
13650,2015-03-27,15:00:00,EWR,0,6.0,10.0,41.0,35.0,1007.5,0.0,0.0,0.0,0.0,N
13651,2015-03-27,15:00:00,Manhattan,2310,6.0,10.0,41.0,35.0,1007.5,0.0,0.0,0.0,0.0,N
13652,2015-03-27,15:00:00,Queens,356,6.0,10.0,41.0,35.0,1007.5,0.0,0.0,0.0,0.0,N
13653,2015-03-27,15:00:00,Staten Island,4,6.0,10.0,41.0,35.0,1007.5,0.0,0.0,0.0,0.0,N
13655,2015-03-27,16:00:00,Bronx,52,0.0,10.0,42.5,34.5,1007.2,0.0,0.0,0.0,0.0,N
13656,2015-03-27,16:00:00,Brooklyn,406,0.0,10.0,42.5,34.5,1007.2,0.0,0.0,0.0,0.0,N
13657,2015-03-27,16:00:00,EWR,0,0.0,10.0,42.5,34.5,1007.2,0.0,0.0,0.0,0.0,N
13658,2015-03-27,16:00:00,Manhattan,2780,0.0,10.0,42.5,34.5,1007.2,0.0,0.0,0.0,0.0,N
13659,2015-03-27,16:00:00,Queens,380,0.0,10.0,42.5,34.5,1007.2,0.0,0.0,0.0,0.0,N
13660,2015-03-27,16:00:00,Staten Island,2,0.0,10.0,42.5,34.5,1007.2,0.0,0.0,0.0,0.0,N
13662,2015-03-27,17:00:00,Bronx,68,5.5,10.0,44.0,35.0,1006.8,0.0,0.0,0.0,0.0,N
13663,2015-03-27,17:00:00,Brooklyn,440,5.5,10.0,44.0,35.0,1006.8,0.0,0.0,0.0,0.0,N
13664,2015-03-27,17:00:00,EWR,0,5.5,10.0,44.0,35.0,1006.8,0.0,0.0,0.0,0.0,N
13665,2015-03-27,17:00:00,Manhattan,3298,5.5,10.0,44.0,35.0,1006.8,0.0,0.0,0.0,0.0,N
13666,2015-03-27,17:00:00,Queens,418,5.5,10.0,44.0,35.0,1006.8,0.0,0.0,0.0,0.0,N
13667,2015-03-27,17:00:00,Staten Island,4,5.5,10.0,44.0,35.0,1006.8,0.0,0.0,0.0,0.0,N
13669,2015-03-27,18:00:00,Bronx,57,1.6,10.0,44.2,33.2,1006.8,0.0,0.0,0.0,0.0,N
13670,2015-03-27,18:00:00,Brooklyn,628,1.6,10.0,44.2,33.2,1006.8,0.0,0.0,0.0,0.0,N
13671,2015-03-27,18:00:00,EWR,0,1.6,10.0,44.2,33.2,1006.8,0.0,0.0,0.0,0.0,N
13672,2015-03-27,18:00:00,Manhattan,4005,1.6,10.0,44.2,33.2,1006.8,0.0,0.0,0.0,0.0,N
13673,2015-03-27,18:00:00,Queens,397,1.6,10.0,44.2,33.2,1006.8,0.0,0.0,0.0,0.0,N
13674,2015-03-27,18:00:00,Staten Island,5,1.6,10.0,44.2,33.2,1006.8,0.0,0.0,0.0,0.0,N
13676,2015-03-27,19:00:00,Bronx,70,6.0,10.0,44.0,32.0,1006.6,0.0,0.0,0.0,0.0,N
13677,2015-03-27,19:00:00,Brooklyn,795,6.0,10.0,44.0,32.0,1006.6,0.0,0.0,0.0,0.0,N
13678,2015-03-27,19:00:00,EWR,0,6.0,10.0,44.0,32.0,1006.6,0.0,0.0,0.0,0.0,N
13679,2015-03-27,19:00:00,Manhattan,4671,6.0,10.0,44.0,32.0,1006.6,0.0,0.0,0.0,0.0,N
13680,2015-03-27,19:00:00,Queens,470,6.0,10.0,44.0,32.0,1006.6,0.0,0.0,0.0,0.0,N
13681,2015-03-27,19:00:00,Staten Island,3,6.0,10.0,44.0,32.0,1006.6,0.0,0.0,0.0,0.0,N
13683,2015-03-27,20:00:00,Bronx,61,9.0,10.0,45.0,31.0,1006.0,0.0,0.0,0.0,0.0,N
13684,2015-03-27,20:00:00,Brooklyn,910,9.0,10.0,45.0,31.0,1006.0,0.0,0.0,0.0,0.0,N
13685,2015-03-27,20:00:00,EWR,0,9.0,10.0,45.0,31.0,1006.0,0.0,0.0,0.0,0.0,N
13686,2015-03-27,20:00:00,Manhattan,5003,9.0,10.0,45.0,31.0,1006.0,0.0,0.0,0.0,0.0,N
13687,2015-03-27,20:00:00,Queens,594,9.0,10.0,45.0,31.0,1006.0,0.0,0.0,0.0,0.0,N
13688,2015-03-27,20:00:00,Staten Island,1,9.0,10.0,45.0,31.0,1006.0,0.0,0.0,0.0,0.0,N
13690,2015-03-27,21:00:00,Bronx,62,0.0,10.0,45.0,29.0,1006.4,0.0,0.0,0.0,0.0,N
13691,2015-03-27,21:00:00,Brooklyn,896,0.0,10.0,45.0,29.0,1006.4,0.0,0.0,0.0,0.0,N
13692,2015-03-27,21:00:00,EWR,0,0.0,10.0,45.0,29.0,1006.4,0.0,0.0,0.0,0.0,N
13693,2015-03-27,21:00:00,Manhattan,4436,0.0,10.0,45.0,29.0,1006.4,0.0,0.0,0.0,0.0,N
